2025-03-30T20:33:54,098 [main] INFO  org.apache.curator.framework.imps.CuratorFrameworkImpl - Starting
2025-03-30T20:33:54,524 [pool-2-thread-14] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=26, userName=a42472a0-1f8c-4000-93fe-aed8e25d0272, sex=true)
2025-03-30T20:33:54,525 [pool-2-thread-5] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=4, datatype=class java.lang.Integer)
2025-03-30T20:33:54,525 [pool-2-thread-5] INFO  com.weihua.consumer.ConsumerTest - 向服务端插入user的id=4
2025-03-30T20:33:54,525 [pool-2-thread-1] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=500, message=服务器发送内部错误, data=null, datatype=null)
2025-03-30T20:33:54,525 [pool-2-thread-1] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=0
2025-03-30T20:33:54,525 [pool-2-thread-2] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=21, userName=56e9017a-931c-4bb9-8e82-3c0478d5b932, sex=true), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,525 [pool-2-thread-2] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=21, userName=56e9017a-931c-4bb9-8e82-3c0478d5b932, sex=true)
2025-03-30T20:33:54,525 [pool-2-thread-15] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=500, message=服务器发送内部错误, data=null, datatype=null)
2025-03-30T20:33:54,526 [pool-2-thread-15] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=24
2025-03-30T20:33:54,526 [pool-2-thread-7] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=25, userName=f67d86f0-bca2-4835-ab70-af9b851fe4b6, sex=false), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,526 [pool-2-thread-4] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=27, userName=04823076-6fb0-4b43-87a2-75412c4edd0e, sex=true), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,526 [pool-2-thread-7] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=25, userName=f67d86f0-bca2-4835-ab70-af9b851fe4b6, sex=false)
2025-03-30T20:33:54,527 [pool-2-thread-4] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=27, userName=04823076-6fb0-4b43-87a2-75412c4edd0e, sex=true)
2025-03-30T20:33:54,531 [pool-2-thread-18] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=29, userName=c5b3c737-0776-41d6-9588-1451865dafa3, sex=false), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,532 [pool-2-thread-18] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=29, userName=c5b3c737-0776-41d6-9588-1451865dafa3, sex=false)
2025-03-30T20:33:54,532 [pool-2-thread-19] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=28, userName=daaf5b5d-2305-49ac-8a3e-f9374bce0cf4, sex=false), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,532 [pool-2-thread-19] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=28, userName=daaf5b5d-2305-49ac-8a3e-f9374bce0cf4, sex=false)
2025-03-30T20:33:54,532 [pool-2-thread-17] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=31, userName=31ef7179-ae9d-436f-8adc-a9f839002deb, sex=false), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,532 [pool-2-thread-17] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=31, userName=31ef7179-ae9d-436f-8adc-a9f839002deb, sex=false)
2025-03-30T20:33:54,533 [pool-2-thread-12] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=32, userName=aef7888b-f2f5-4adb-af56-93042dac4d97, sex=true), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,533 [pool-2-thread-12] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=32, userName=aef7888b-f2f5-4adb-af56-93042dac4d97, sex=true)
2025-03-30T20:33:54,533 [pool-2-thread-8] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=500, message=服务器发送内部错误, data=null, datatype=null)
2025-03-30T20:33:54,533 [pool-2-thread-8] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=35
2025-03-30T20:33:54,533 [pool-2-thread-16] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=33, userName=b0cb42f7-9fa0-4cd8-92d1-03379b1b6bc0, sex=true), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,533 [pool-2-thread-16] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=33, userName=b0cb42f7-9fa0-4cd8-92d1-03379b1b6bc0, sex=true)
2025-03-30T20:33:54,534 [pool-2-thread-9] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=34, userName=6bcefdea-199a-4d0a-827f-7bde3b0adab9, sex=true), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,534 [pool-2-thread-9] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=34, userName=6bcefdea-199a-4d0a-827f-7bde3b0adab9, sex=true)
2025-03-30T20:33:54,534 [pool-2-thread-3] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=30, userName=0d91296f-376c-4965-82e8-f77dbec0dd3a, sex=false), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,534 [pool-2-thread-3] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=30, userName=0d91296f-376c-4965-82e8-f77dbec0dd3a, sex=false)
2025-03-30T20:33:54,535 [pool-2-thread-13] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=500, message=服务器发送内部错误, data=null, datatype=null)
2025-03-30T20:33:54,535 [pool-2-thread-13] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=20
2025-03-30T20:33:54,535 [pool-2-thread-11] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=36, userName=dc993959-26f0-48f0-9d42-ba0d183c72f4, sex=false), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,535 [pool-2-thread-11] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=36, userName=dc993959-26f0-48f0-9d42-ba0d183c72f4, sex=false)
2025-03-30T20:33:54,536 [pool-2-thread-10] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=23, datatype=class java.lang.Integer)
2025-03-30T20:33:54,537 [pool-2-thread-10] INFO  com.weihua.consumer.ConsumerTest - 向服务端插入user的id=23
2025-03-30T20:33:54,538 [pool-2-thread-6] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=37, userName=01210853-2266-421f-b8e9-48a3a2604685, sex=false), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,538 [pool-2-thread-20] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=22, datatype=class java.lang.Integer)
2025-03-30T20:33:54,538 [pool-2-thread-20] INFO  com.weihua.consumer.ConsumerTest - 向服务端插入user的id=22
2025-03-30T20:33:54,539 [pool-2-thread-5] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=38, userName=db3092c4-6fa6-46d5-abce-7a47be992509, sex=false), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,539 [pool-2-thread-14] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=26, datatype=class java.lang.Integer)
2025-03-30T20:33:54,539 [pool-2-thread-7] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=25, datatype=class java.lang.Integer)
2025-03-30T20:33:54,539 [pool-2-thread-5] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=38, userName=db3092c4-6fa6-46d5-abce-7a47be992509, sex=false)
2025-03-30T20:33:54,539 [pool-2-thread-14] INFO  com.weihua.consumer.ConsumerTest - 向服务端插入user的id=26
2025-03-30T20:33:54,539 [pool-2-thread-7] INFO  com.weihua.consumer.ConsumerTest - 向服务端插入user的id=25
2025-03-30T20:33:54,538 [pool-2-thread-6] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=37, userName=01210853-2266-421f-b8e9-48a3a2604685, sex=false)
2025-03-30T20:33:54,540 [pool-2-thread-1] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=39, userName=2104a36e-6a3b-4185-88ae-9e0b792ad2c8, sex=false), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,540 [pool-2-thread-1] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=39, userName=2104a36e-6a3b-4185-88ae-9e0b792ad2c8, sex=false)
2025-03-30T20:33:54,541 [pool-2-thread-2] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=500, message=服务器发送内部错误, data=null, datatype=null)
2025-03-30T20:33:54,541 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=21
2025-03-30T20:33:54,541 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=45
2025-03-30T20:33:54,541 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=45
2025-03-30T20:33:54,541 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=46
2025-03-30T20:33:54,541 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=46
2025-03-30T20:33:54,542 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=47
2025-03-30T20:33:54,542 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=47
2025-03-30T20:33:54,542 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=48
2025-03-30T20:33:54,542 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=48
2025-03-30T20:33:54,542 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=49
2025-03-30T20:33:54,542 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=49
2025-03-30T20:33:54,542 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=50
2025-03-30T20:33:54,542 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=50
2025-03-30T20:33:54,542 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=51
2025-03-30T20:33:54,542 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=51
2025-03-30T20:33:54,542 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=52
2025-03-30T20:33:54,542 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=52
2025-03-30T20:33:54,542 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=53
2025-03-30T20:33:54,543 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=53
2025-03-30T20:33:54,543 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=54
2025-03-30T20:33:54,543 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=54
2025-03-30T20:33:54,543 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=55
2025-03-30T20:33:54,543 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=55
2025-03-30T20:33:54,543 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=56
2025-03-30T20:33:54,543 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=56
2025-03-30T20:33:54,543 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=57
2025-03-30T20:33:54,543 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=57
2025-03-30T20:33:54,543 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=58
2025-03-30T20:33:54,543 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=58
2025-03-30T20:33:54,543 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=59
2025-03-30T20:33:54,543 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=59
2025-03-30T20:33:54,544 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=60
2025-03-30T20:33:54,544 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=60
2025-03-30T20:33:54,544 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=61
2025-03-30T20:33:54,544 [pool-2-thread-15] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=24, datatype=class java.lang.Integer)
2025-03-30T20:33:54,544 [pool-2-thread-4] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=500, message=服务器发送内部错误, data=null, datatype=null)
2025-03-30T20:33:54,544 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=61
2025-03-30T20:33:54,544 [pool-2-thread-15] INFO  com.weihua.consumer.ConsumerTest - 向服务端插入user的id=24
2025-03-30T20:33:54,544 [pool-2-thread-15] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=63
2025-03-30T20:33:54,544 [pool-2-thread-15] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=63
2025-03-30T20:33:54,544 [pool-2-thread-4] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=27
2025-03-30T20:33:54,544 [pool-2-thread-16] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=33, datatype=class java.lang.Integer)
2025-03-30T20:33:54,544 [pool-2-thread-16] INFO  com.weihua.consumer.ConsumerTest - 向服务端插入user的id=33
2025-03-30T20:33:54,544 [pool-2-thread-16] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=66
2025-03-30T20:33:54,544 [pool-2-thread-16] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=66
2025-03-30T20:33:54,544 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=62
2025-03-30T20:33:54,545 [pool-2-thread-4] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=65
2025-03-30T20:33:54,544 [pool-2-thread-12] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=32, datatype=class java.lang.Integer)
2025-03-30T20:33:54,544 [pool-2-thread-15] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=64
2025-03-30T20:33:54,545 [pool-2-thread-15] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=64
2025-03-30T20:33:54,545 [pool-2-thread-12] INFO  com.weihua.consumer.ConsumerTest - 向服务端插入user的id=32
2025-03-30T20:33:54,545 [pool-2-thread-15] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=68
2025-03-30T20:33:54,545 [pool-2-thread-12] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=69
2025-03-30T20:33:54,545 [pool-2-thread-15] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=68
2025-03-30T20:33:54,545 [pool-2-thread-12] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=69
2025-03-30T20:33:54,545 [pool-2-thread-15] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=70
2025-03-30T20:33:54,545 [pool-2-thread-16] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=67
2025-03-30T20:33:54,546 [pool-2-thread-15] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=70
2025-03-30T20:33:54,546 [pool-2-thread-16] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=67
2025-03-30T20:33:54,546 [pool-2-thread-15] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=72
2025-03-30T20:33:54,546 [pool-2-thread-15] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=72
2025-03-30T20:33:54,546 [pool-2-thread-15] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=74
2025-03-30T20:33:54,546 [pool-2-thread-15] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=74
2025-03-30T20:33:54,544 [pool-2-thread-8] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=35, datatype=class java.lang.Integer)
2025-03-30T20:33:54,545 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=62
2025-03-30T20:33:54,546 [pool-2-thread-8] INFO  com.weihua.consumer.ConsumerTest - 向服务端插入user的id=35
2025-03-30T20:33:54,546 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=76
2025-03-30T20:33:54,546 [pool-2-thread-8] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=77
2025-03-30T20:33:54,546 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=76
2025-03-30T20:33:54,546 [pool-2-thread-8] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=77
2025-03-30T20:33:54,547 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=78
2025-03-30T20:33:54,547 [pool-2-thread-8] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=79
2025-03-30T20:33:54,547 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=78
2025-03-30T20:33:54,547 [pool-2-thread-8] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=79
2025-03-30T20:33:54,546 [pool-2-thread-16] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=73
2025-03-30T20:33:54,547 [pool-2-thread-8] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=81
2025-03-30T20:33:54,547 [pool-2-thread-16] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=73
2025-03-30T20:33:54,547 [pool-2-thread-17] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=31, datatype=class java.lang.Integer)
2025-03-30T20:33:54,547 [pool-2-thread-17] INFO  com.weihua.consumer.ConsumerTest - 向服务端插入user的id=31
2025-03-30T20:33:54,547 [pool-2-thread-17] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=83
2025-03-30T20:33:54,547 [pool-2-thread-17] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=83
2025-03-30T20:33:54,546 [pool-2-thread-19] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=28, datatype=class java.lang.Integer)
2025-03-30T20:33:54,546 [pool-2-thread-12] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=71
2025-03-30T20:33:54,548 [pool-2-thread-19] INFO  com.weihua.consumer.ConsumerTest - 向服务端插入user的id=28
2025-03-30T20:33:54,548 [pool-2-thread-12] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=71
2025-03-30T20:33:54,547 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=80
2025-03-30T20:33:54,548 [pool-2-thread-12] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=86
2025-03-30T20:33:54,548 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=80
2025-03-30T20:33:54,548 [pool-2-thread-18] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=29, datatype=class java.lang.Integer)
2025-03-30T20:33:54,548 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=87
2025-03-30T20:33:54,547 [pool-2-thread-16] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=82
2025-03-30T20:33:54,548 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=87
2025-03-30T20:33:54,548 [pool-2-thread-18] INFO  com.weihua.consumer.ConsumerTest - 向服务端插入user的id=29
2025-03-30T20:33:54,548 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=88
2025-03-30T20:33:54,548 [pool-2-thread-9] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=500, message=服务器发送内部错误, data=null, datatype=null)
2025-03-30T20:33:54,548 [pool-2-thread-18] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=89
2025-03-30T20:33:54,548 [pool-2-thread-9] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=34
2025-03-30T20:33:54,548 [pool-2-thread-18] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=89
2025-03-30T20:33:54,545 [pool-2-thread-4] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=65
2025-03-30T20:33:54,547 [pool-2-thread-8] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=81
2025-03-30T20:33:54,548 [pool-2-thread-2] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=88
2025-03-30T20:33:54,550 [pool-2-thread-3] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=30, datatype=class java.lang.Integer)
2025-03-30T20:33:54,550 [pool-2-thread-10] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=41, userName=3816021c-d81f-49c2-b7ae-7c77a1bd62e9, sex=false), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,548 [pool-2-thread-16] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=82
2025-03-30T20:33:54,550 [pool-2-thread-10] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=41, userName=3816021c-d81f-49c2-b7ae-7c77a1bd62e9, sex=false)
2025-03-30T20:33:54,550 [pool-2-thread-20] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=42, userName=39e2a148-3ab1-4884-bde0-50882968dfeb, sex=true), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,550 [pool-2-thread-10] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=41
2025-03-30T20:33:54,550 [pool-2-thread-20] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=42, userName=39e2a148-3ab1-4884-bde0-50882968dfeb, sex=true)
2025-03-30T20:33:54,550 [pool-2-thread-20] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=42
2025-03-30T20:33:54,550 [pool-2-thread-11] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=500, message=服务器发送内部错误, data=null, datatype=null)
2025-03-30T20:33:54,550 [pool-2-thread-11] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=36
2025-03-30T20:33:54,551 [pool-2-thread-1] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=500, message=服务器发送内部错误, data=null, datatype=null)
2025-03-30T20:33:54,551 [pool-2-thread-1] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=39
2025-03-30T20:33:54,551 [pool-2-thread-5] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=500, message=服务器发送内部错误, data=null, datatype=null)
2025-03-30T20:33:54,551 [pool-2-thread-7] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=44, userName=5566eb6b-fb97-4b4b-82e6-e507777f505e, sex=true), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,551 [pool-2-thread-5] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=38
2025-03-30T20:33:54,551 [pool-2-thread-7] INFO  com.weihua.consumer.ConsumerTest - 从服务端得到的user=User(id=44, userName=5566eb6b-fb97-4b4b-82e6-e507777f505e, sex=true)
2025-03-30T20:33:54,551 [pool-2-thread-7] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=44
2025-03-30T20:33:54,551 [pool-2-thread-13] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=500, message=服务器发送内部错误, data=null, datatype=null)
2025-03-30T20:33:54,548 [pool-2-thread-12] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=86
2025-03-30T20:33:54,551 [pool-2-thread-13] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=40
2025-03-30T20:33:54,551 [pool-2-thread-13] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=40
2025-03-30T20:33:54,548 [pool-2-thread-19] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=85
2025-03-30T20:33:54,551 [pool-2-thread-19] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=85
2025-03-30T20:33:54,547 [pool-2-thread-17] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=84
2025-03-30T20:33:54,551 [pool-2-thread-17] WARN  com.weihua.consumer.ConsumerTest - 插入失败，返回的id为null, userId=84
2025-03-30T20:33:54,551 [pool-2-thread-14] INFO  com.weihua.client.rpcClient.impl.NettyRpcClient - RpcResponse(code=200, message=null, data=User(id=43, userName=cb5f2b58-ad0b-4652-b260-644666dbd231, sex=false), datatype=class com.weihua.pojo.User)
2025-03-30T20:33:54,546 [pool-2-thread-15] WARN  com.weihua.consumer.ConsumerTest - 获取的 user 为 null, userId=75
2025-03-30T20:33:54,550 [pool-2-thread-3] INFO  com.weihua.consumer.ConsumerTest - 向服务端插入user的id=30
